"","path","file","name","Nom scientifique / Autorité","latin.name"
"362","6 huppe fascie´e - pipit a` gorge rousse/16 pic tridactyle.mp3","16 pic tridactyle.mp3","pic tridactyle","Picoides tridactylus (Linnaeus, 1758)","Picoides tridactylus"
"363","6 huppe fascie´e - pipit a` gorge rousse/08 pic vert.mp3","08 pic vert.mp3","pic vert","Picus viridis Linnaeus, 1758","Picus viridis"
"364","6 huppe fascie´e - pipit a` gorge rousse/09 pic vert de Sharp.mp3","09 pic vert de Sharp.mp3","pic vert de sharp",NA,"picus sharpei"
"365","9 me´sange charbonnie`re - e´tourneau roselin/25 pie-grie`che a` poitrine rose.mp3","25 pie-grie`che a` poitrine rose.mp3","pie-grie`che a` poitrine rose","Lanius minor Gmelin, JF, 1788","Lanius minor"
"366","9 me´sange charbonnie`re - e´tourneau roselin/21 pie-grie`che a` te^te rousse.mp3","21 pie-grie`che a` te^te rousse.mp3","pie-grie`che a` te^te rousse","Lanius senator Linnaeus, 1758","Lanius senator"
"367","9 me´sange charbonnie`re - e´tourneau roselin/20 pie-grie`che e´corcheur.mp3","20 pie-grie`che e´corcheur.mp3","pie-grie`che e´corcheur","Lanius collurio Linnaeus, 1758","Lanius collurio"
"368","9 me´sange charbonnie`re - e´tourneau roselin/23 pie-grie`che grise.mp3","23 pie-grie`che grise.mp3","pie-grie`che grise","Lanius excubitor Linnaeus, 1758","Lanius excubitor"
"369","9 me´sange charbonnie`re - e´tourneau roselin/22 pie-grie`che masque´e.mp3","22 pie-grie`che masque´e.mp3","pie-grie`che masque´e","Lanius nubicus Lichtenstein, MHK, 1823","Lanius nubicus"
"370","9 me´sange charbonnie`re - e´tourneau roselin/24 pie-grie`che me´ridionale.mp3","24 pie-grie`che me´ridionale.mp3","pie-grie`che me´ridionale","Lanius meridionalis Temminck, 1820","Lanius meridionalis"
"371","9 me´sange charbonnie`re - e´tourneau roselin/29 pie bavarde.mp3","29 pie bavarde.mp3","pie bavarde","Pica pica (Linnaeus, 1758)","Pica pica"
"372","9 me´sange charbonnie`re - e´tourneau roselin/30 pie bavarde africaine.mp3","30 pie bavarde africaine.mp3","pie bavarde africaine",NA,"pica pica"
"373","9 me´sange charbonnie`re - e´tourneau roselin/28 pie bleue.mp3","28 pie bleue.mp3","pie bleue",NA,"cyanopica cyanus"
"374","5 sterne naine - martinet des maisons/22 pigeon biset domestique.mp3","22 pigeon biset domestique.mp3","pigeon biset domestique",NA,"columba livia"
"375","5 sterne naine - martinet des maisons/23 pigeon colombin.mp3","23 pigeon colombin.mp3","pigeon colombin","Columba oenas Linnaeus, 1758","Columba oenas"
"376","5 sterne naine - martinet des maisons/24 pigeon ramier.mp3","24 pigeon ramier.mp3","pigeon ramier","Columba palumbus Linnaeus, 1758","Columba palumbus"
"377","5 sterne naine - martinet des maisons/16 pingouin torda.mp3","16 pingouin torda.mp3","pingouin torda","Alca torda Linnaeus, 1758","Alca torda"
"378","10 loriot d'europe - bruant striole´/10 pinson des arbres.mp3","10 pinson des arbres.mp3","pinson des arbres","Fringilla coelebs Linnaeus, 1758","Fringilla coelebs"
"379","10 loriot d'europe - bruant striole´/12 pinson du Nord.mp3","12 pinson du Nord.mp3","pinson du nord","Fringilla montifringilla Linnaeus, 1758","Fringilla montifringilla"
"380","6 huppe fascie´e - pipit a` gorge rousse/46 pipit a` gorge rousse.mp3","46 pipit a` gorge rousse.mp3","pipit a` gorge rousse","Anthus cervinus (Pallas, 1811)","Anthus cervinus"
"381","6 huppe fascie´e - pipit a` gorge rousse/41 pipit de Richard.mp3","41 pipit de Richard.mp3","pipit de richard","Anthus richardi Vieillot, 1818","Anthus richardi"
"382","6 huppe fascie´e - pipit a` gorge rousse/45 pipit des arbres.mp3","45 pipit des arbres.mp3","pipit des arbres","Anthus trivialis (Linnaeus, 1758)","Anthus trivialis"
"383","6 huppe fascie´e - pipit a` gorge rousse/49 pipit farlousanne babille atypique.mp3","49 pipit farlousanne babille atypique.mp3","pipit farlousanne babille atypique",NA,NA
"384","6 huppe fascie´e - pipit a` gorge rousse/48 pipit farlousanne cri en vol hivernal.mp3","48 pipit farlousanne cri en vol hivernal.mp3","pipit farlousanne cri en vol hivernal",NA,NA
"385","6 huppe fascie´e - pipit a` gorge rousse/47 pipit farlousanne cri typique.mp3","47 pipit farlousanne cri typique.mp3","pipit farlousanne cri typique",NA,NA
"386","6 huppe fascie´e - pipit a` gorge rousse/44 pipit farlouse.mp3","44 pipit farlouse.mp3","pipit farlouse","Anthus pratensis (Linnaeus, 1758)","Anthus pratensis"
"387","6 huppe fascie´e - pipit a` gorge rousse/43 pipit maritime.mp3","43 pipit maritime.mp3","pipit maritime","Anthus petrosus (Montagu, 1798)","Anthus petrosus"
"388","6 huppe fascie´e - pipit a` gorge rousse/40 pipit rousseline.mp3","40 pipit rousseline.mp3","pipit rousseline","Anthus campestris (Linnaeus, 1758)","Anthus campestris"
"389","6 huppe fascie´e - pipit a` gorge rousse/42 pipit spioncelle.mp3","42 pipit spioncelle.mp3","pipit spioncelle","Anthus spinoletta (Linnaeus, 1758)","Anthus spinoletta"
"390","1 plongeon catmarin - tadorne casarca/04 plongeon a` bec blanc.mp3","04 plongeon a` bec blanc.mp3","plongeon a` bec blanc","Gavia adamsii (Gray, GR, 1859)","Gavia adamsii"
"391","1 plongeon catmarin - tadorne casarca/02 plongeon arctique.mp3","02 plongeon arctique.mp3","plongeon arctique","Gavia arctica (Linnaeus, 1758)","Gavia arctica"
"392","1 plongeon catmarin - tadorne casarca/01 plongeon catmarin.mp3","01 plongeon catmarin.mp3","plongeon catmarin","Gavia stellata (Pontoppidan, 1763)","Gavia stellata"
"393","1 plongeon catmarin - tadorne casarca/03 plongeon imbrin.mp3","03 plongeon imbrin.mp3","plongeon imbrin","Gavia immer (Brünnich, 1764)","Gavia immer"
"394","4 petit gravelot - goe´land a` ailes blanches/04 pluvier argente´.mp3","04 pluvier argente´.mp3","pluvier argente´","Pluvialis squatarola (Linnaeus, 1758)","Pluvialis squatarola"
"395","4 petit gravelot - goe´land a` ailes blanches/06 pluvier dore´.mp3","06 pluvier dore´.mp3","pluvier dore´","Pluvialis apricaria (Linnaeus, 1758)","Pluvialis apricaria"
"396","4 petit gravelot - goe´land a` ailes blanches/05 pluvier guignard.mp3","05 pluvier guignard.mp3","pluvier guignard",NA,"charadrius morinellus"
"397","8 fauvette orphe´e - gobemouche a` demi-collier/37 pouillot bore´al.mp3","37 pouillot bore´al.mp3","pouillot bore´al","Phylloscopus borealis (Blasius, JH, 1858)","Phylloscopus borealis"
"398","8 fauvette orphe´e - gobemouche a` demi-collier/34 pouillot de Bonelli.mp3","34 pouillot de Bonelli.mp3","pouillot de bonelli","Phylloscopus bonelli (Vieillot, 1819)","Phylloscopus bonelli"
"399","Pouillot de Hume.mp3","Pouillot de Hume.mp3","pouillot de hume","Phylloscopus humei (Brooks, WE, 1878)","Phylloscopus humei"
"400","Pouillot de Hume2.mp3","Pouillot de Hume2.mp3","pouillot de hume","Phylloscopus humei (Brooks, WE, 1878)","Phylloscopus humei"
"401","Pouillot de Hume3.mp3","Pouillot de Hume3.mp3","pouillot de hume","Phylloscopus humei (Brooks, WE, 1878)","Phylloscopus humei"
"402","8 fauvette orphe´e - gobemouche a` demi-collier/32 pouillot fitis.mp3","32 pouillot fitis.mp3","pouillot fitis","Phylloscopus trochilus (Linnaeus, 1758)","Phylloscopus trochilus"
"403","8 fauvette orphe´e - gobemouche a` demi-collier/33 pouillot siffleur.mp3","33 pouillot siffleur.mp3","pouillot siffleur","Phylloscopus sibilatrix (Bechstein, 1793)","Phylloscopus sibilatrix"
"404","8 fauvette orphe´e - gobemouche a` demi-collier/35 pouillot ve´loce.mp3","35 pouillot ve´loce.mp3","pouillot ve´loce","Phylloscopus collybita (Vieillot, 1817)","Phylloscopus collybita"
"405","8 fauvette orphe´e - gobemouche a` demi-collier/36 pouillot ve´loce ibe´rique.mp3","36 pouillot ve´loce ibe´rique.mp3","pouillot ve´loce ibe´rique",NA,"phylloscopus ibericus"
"406","8 fauvette orphe´e - gobemouche a` demi-collier/38 pouillot verda^tre.mp3","38 pouillot verda^tre.mp3","pouillot verda^tre","Phylloscopus trochiloides (Sundevall, 1837)","Phylloscopus trochiloides"
"407","1 plongeon catmarin - tadorne casarca/11 puffin cendre´.mp3","11 puffin cendre´.mp3","puffin cendre´","Calonectris borealis (Cory, 1881)","Calonectris borealis"
"408","1 plongeon catmarin - tadorne casarca/13 puffin de Me´diterrane´e.mp3","13 puffin de Me´diterrane´e.mp3","puffin de me´diterrane´e",NA,"puffinus yelkouan"
"409","1 plongeon catmarin - tadorne casarca/12 puffin des Anglais.mp3","12 puffin des Anglais.mp3","puffin des anglais","Puffinus puffinus (Brünnich, 1764)","Puffinus puffinus"
"410","3 faucon cre´cerelle - glare´ole a` collier/31 ra^le d'eau.mp3","31 ra^le d'eau.mp3","ra^le d'eau","Rallus aquaticus Linnaeus, 1758","Rallus aquaticus"
"411","3 faucon cre´cerelle - glare´ole a` collier/28 ra^le des gene^ts.mp3","28 ra^le des gene^ts.mp3","ra^le des gene^ts","Crex crex (Linnaeus, 1758)","Crex crex"
"412","9 me´sange charbonnie`re - e´tourneau roselin/12 re´miz penduline.mp3","12 re´miz penduline.mp3","re´miz penduline","Remiz pendulinus (Linnaeus, 1758)","Remiz pendulinus"
"413","7 bergeronnette grise - fauvette a` te^te noire/15 robin a` flancs roux.mp3","15 robin a` flancs roux.mp3","robin a` flancs roux","Tarsiger cyanurus (Pallas, 1773)","Tarsiger cyanurus"
"414","8 fauvette orphe´e - gobemouche a` demi-collier/39 roitelet huppe´.mp3","39 roitelet huppe´.mp3","roitelet huppe´","Regulus regulus (Linnaeus, 1758)","Regulus regulus"
"415","8 fauvette orphe´e - gobemouche a` demi-collier/40 roitelet triple bandeau.mp3","40 roitelet triple bandeau.mp3","roitelet triple bandeau",NA,"regulus ignicapilla"
"416","6 huppe fascie´e - pipit a` gorge rousse/05 rollier d'Europe.mp3","05 rollier d'Europe.mp3","rollier d'europe","Coracias garrulus Linnaeus, 1758","Coracias garrulus"
"417","10 loriot d'europe - bruant striole´/31 roselin a` ailes roses.mp3","31 roselin a` ailes roses.mp3","roselin a` ailes roses",NA,"rhodopechys sanguineus"
"418","10 loriot d'europe - bruant striole´/29 roselin cramoisi.mp3","29 roselin cramoisi.mp3","roselin cramoisi","Carpodacus erythrinus (Pallas, 1770)","Carpodacus erythrinus"
"419","10 loriot d'europe - bruant striole´/30 roselin githagine.mp3","30 roselin githagine.mp3","roselin githagine","Bucanetes githagineus (Lichtenstein, MHK, 1823)","Bucanetes githagineus"
"420","7 bergeronnette grise - fauvette a` te^te noire/11 rossignol philome`le.mp3","11 rossignol philome`le.mp3","rossignol philome`le","Luscinia megarhynchos Brehm, CL, 1831","Luscinia megarhynchos"
"421","7 bergeronnette grise - fauvette a` te^te noire/12 rossignol progne´.mp3","12 rossignol progne´.mp3","rossignol progne´","Luscinia luscinia (Linnaeus, 1758)","Luscinia luscinia"
"422","7 bergeronnette grise - fauvette a` te^te noire/10 rougegorge familier.mp3","10 rougegorge familier.mp3","rougegorge familier","Erithacus rubecula (Linnaeus, 1758)","Erithacus rubecula"
"423","7 bergeronnette grise - fauvette a` te^te noire/16 rougequeue a` front blanc.mp3","16 rougequeue a` front blanc.mp3","rougequeue a` front blanc","Phoenicurus phoenicurus (Linnaeus, 1758)","Phoenicurus phoenicurus"
"424","7 bergeronnette grise - fauvette a` te^te noire/18 rougequeue de Moussier.mp3","18 rougequeue de Moussier.mp3","rougequeue de moussier","Phoenicurus moussieri (Olphe-Galliard, 1852)","Phoenicurus moussieri"
"425","7 bergeronnette grise - fauvette a` te^te noire/17 rougequeue noir.mp3","17 rougequeue noir.mp3","rougequeue noir","Phoenicurus ochruros (Gmelin, SG, 1774)","Phoenicurus ochruros"
"426","8 fauvette orphe´e - gobemouche a` demi-collier/25 rousserolle des buissons.mp3","25 rousserolle des buissons.mp3","rousserolle des buissons","Acrocephalus dumetorum Blyth, 1849","Acrocephalus dumetorum"
"427","8 fauvette orphe´e - gobemouche a` demi-collier/23 rousserolle effarvate.mp3","23 rousserolle effarvate.mp3","rousserolle effarvate",NA,"acrocephalus scirpaceus"
"428","8 fauvette orphe´e - gobemouche a` demi-collier/26 rousserolle isabelle.mp3","26 rousserolle isabelle.mp3","rousserolle isabelle","Acrocephalus agricola (Jerdon, 1845)","Acrocephalus agricola"
"429","8 fauvette orphe´e - gobemouche a` demi-collier/27 rousserolle turdoi¨de.mp3","27 rousserolle turdoi¨de.mp3","rousserolle turdoi¨de","Acrocephalus arundinaceus (Linnaeus, 1758)","Acrocephalus arundinaceus"
"430","8 fauvette orphe´e - gobemouche a` demi-collier/24 rousserolle verderolle.mp3","24 rousserolle verderolle.mp3","rousserolle verderolle","Acrocephalus palustris (Bechstein, 1798)","Acrocephalus palustris"
"431","2 canard mandarin - autour sombre/10 sarcelle d'e´te´.mp3","10 sarcelle d'e´te´.mp3","sarcelle d'e´te´","Spatula querquedula (Linnaeus, 1758)","Spatula querquedula"
"432","2 canard mandarin - autour sombre/09 sarcelle d'hiver.mp3","09 sarcelle d'hiver.mp3","sarcelle d'hiver","Anas crecca Linnaeus, 1758","Anas crecca"
"433","2 canard mandarin - autour sombre/08 sarcelle marbre´e.mp3","08 sarcelle marbre´e.mp3","sarcelle marbre´e","Marmaronetta angustirostris (Ménétries, 1832)","Marmaronetta angustirostris"
"434","10 loriot d'europe - bruant striole´/21 serin cini.mp3","21 serin cini.mp3","serin cini","Serinus serinus (Linnaeus, 1766)","Serinus serinus"
"435","6 huppe fascie´e - pipit a` gorge rousse/31 sirli de Dupont.mp3","31 sirli de Dupont.mp3","sirli de dupont","Chersophilus duponti (Vieillot, 1824)","Chersophilus duponti"
"436","6 huppe fascie´e - pipit a` gorge rousse/32 sirli du de´sert.mp3","32 sirli du de´sert.mp3","sirli du de´sert",NA,"alaemon alaudipes"
"437","9 me´sange charbonnie`re - e´tourneau roselin/14 sittelle corse.mp3","14 sittelle corse.mp3","sittelle corse","Sitta whiteheadi Sharpe, 1884","Sitta whiteheadi"
"438","9 me´sange charbonnie`re - e´tourneau roselin/15 sittelle de Neumayer.mp3","15 sittelle de Neumayer.mp3","sittelle de neumayer",NA,"sitta neumayer"
"439","9 me´sange charbonnie`re - e´tourneau roselin/13 sittelle torchepot.mp3","13 sittelle torchepot.mp3","sittelle torchepot","Sitta europaea Linnaeus, 1758","Sitta europaea"
"440","10 loriot d'europe - bruant striole´/16 sizerin blancha^tre.mp3","16 sizerin blancha^tre.mp3","sizerin blancha^tre","Acanthis hornemanni (Holböll, 1843)","Acanthis hornemanni"
"441","10 loriot d'europe - bruant striole´/15 sizerin flamme´.mp3","15 sizerin flamme´.mp3","sizerin flamme´","Acanthis flammea (Linnaeus, 1758)","Acanthis flammea"
"442","1 plongeon catmarin - tadorne casarca/35 spatule blanche.mp3","35 spatule blanche.mp3","spatule blanche","Platalea leucorodia Linnaeus, 1758","Platalea leucorodia"
"443","5 sterne naine - martinet des maisons/05 sterne arctique.mp3","05 sterne arctique.mp3","sterne arctique","Sterna paradisaea Pontoppidan, 1763","Sterna paradisaea"
"444","5 sterne naine - martinet des maisons/07 sterne caspienne.mp3","07 sterne caspienne.mp3","sterne caspienne","Hydroprogne caspia (Pallas, 1770)","Hydroprogne caspia"
"445","5 sterne naine - martinet des maisons/02 sterne caugek.mp3","02 sterne caugek.mp3","sterne caugek","Thalasseus sandvicensis (Latham, 1787)","Thalasseus sandvicensis"
"446","5 sterne naine - martinet des maisons/06 sterne de Dougall.mp3","06 sterne de Dougall.mp3","sterne de dougall","Sterna dougallii Montagu, 1813","Sterna dougallii"
"447","5 sterne naine - martinet des maisons/03 sterne hansel.mp3","03 sterne hansel.mp3","sterne hansel","Gelochelidon nilotica (Gmelin, JF, 1789)","Gelochelidon nilotica"
"448","5 sterne naine - martinet des maisons/01 sterne naine.mp3","01 sterne naine.mp3","sterne naine","Sternula albifrons (Pallas, 1764)","Sternula albifrons"
"449","5 sterne naine - martinet des maisons/04 sterne pierregarin.mp3","04 sterne pierregarin.mp3","sterne pierregarin","Sterna hirundo Linnaeus, 1758","Sterna hirundo"
"450","1 plongeon catmarin - tadorne casarca/50 tadorne casarca.mp3","50 tadorne casarca.mp3","tadorne casarca","Tadorna ferruginea (Pallas, 1764)","Tadorna ferruginea"
"451","1 plongeon catmarin - tadorne casarca/49 tadorne de Belon.mp3","49 tadorne de Belon.mp3","tadorne de belon","Tadorna tadorna (Linnaeus, 1758)","Tadorna tadorna"
"452","3 faucon cre´cerelle - glare´ole a` collier/38 tale`ve sultane.mp3","38 tale`ve sultane.mp3","tale`ve sultane","Porphyrio porphyrio (Linnaeus, 1758)","Porphyrio porphyrio"
"453","7 bergeronnette grise - fauvette a` te^te noire/30 tarier des pre´s.mp3","30 tarier des pre´s.mp3","tarier des pre´s","Saxicola rubetra (Linnaeus, 1758)","Saxicola rubetra"
"454","7 bergeronnette grise - fauvette a` te^te noire/31 tarier pa^tre.mp3","31 tarier pa^tre.mp3","tarier pa^tre","Saxicola rubicola (Linnaeus, 1766)","Saxicola rubicola"
"455","10 loriot d'europe - bruant striole´/19 tarin des aulnes.mp3","19 tarin des aulnes.mp3","tarin des aulnes","Spinus spinus (Linnaeus, 1758)","Spinus spinus"
"456","9 me´sange charbonnie`re - e´tourneau roselin/26 tchagra a` te^te noire.mp3","26 tchagra a` te^te noire.mp3","tchagra a` te^te noire",NA,"tchagra senegalus"
"457","3 faucon cre´cerelle - glare´ole a` collier/14 te´tras lyre.mp3","14 te´tras lyre.mp3","te´tras lyre","Lyrurus tetrix (Linnaeus, 1758)","Lyrurus tetrix"
"458","9 me´sange charbonnie`re - e´tourneau roselin/16 tichodrome e´chelette.mp3","16 tichodrome e´chelette.mp3","tichodrome e´chelette","Tichodroma muraria (Linnaeus, 1766)","Tichodroma muraria"
"459","6 huppe fascie´e - pipit a` gorge rousse/18 torcol fourmilier.mp3","18 torcol fourmilier.mp3","torcol fourmilier","Jynx torquilla Linnaeus, 1758","Jynx torquilla"
"460","4 petit gravelot - goe´land a` ailes blanches/12 tournepierre a` collier.mp3","12 tournepierre a` collier.mp3","tournepierre a` collier","Arenaria interpres (Linnaeus, 1758)","Arenaria interpres"
"461","5 sterne naine - martinet des maisons/26 tourterelle des bois.mp3","26 tourterelle des bois.mp3","tourterelle des bois","Streptopelia turtur (Linnaeus, 1758)","Streptopelia turtur"
"462","5 sterne naine - martinet des maisons/27 tourterelle maille´e.mp3","27 tourterelle maille´e.mp3","tourterelle maille´e",NA,"spilopelia senegalensis"
"463","5 sterne naine - martinet des maisons/25 tourterelle turque.mp3","25 tourterelle turque.mp3","tourterelle turque","Streptopelia decaocto (Frivaldszky, 1838)","Streptopelia decaocto"
"464","7 bergeronnette grise - fauvette a` te^te noire/27 traquet a` te^te blanche.mp3","27 traquet a` te^te blanche.mp3","traquet a` te^te blanche","Oenanthe leucopyga (Brehm, CL, 1855)","Oenanthe leucopyga"
"465","7 bergeronnette grise - fauvette a` te^te noire/29 traquet a` te^te grise.mp3","29 traquet a` te^te grise.mp3","traquet a` te^te grise",NA,"oenanthe moesta"
"466","7 bergeronnette grise - fauvette a` te^te noire/25 traquet de Chypre.mp3","25 traquet de Chypre.mp3","traquet de chypre",NA,"oenanthe cypriaca"
"467","7 bergeronnette grise - fauvette a` te^te noire/26 traquet deuil.mp3","26 traquet deuil.mp3","traquet deuil",NA,"oenanthe lugens"
"468","7 bergeronnette grise - fauvette a` te^te noire/22 traquet du de´sert.mp3","22 traquet du de´sert.mp3","traquet du de´sert","Oenanthe deserti (Temminck, 1825)","Oenanthe deserti"
"469","7 bergeronnette grise - fauvette a` te^te noire/21 traquet isabelle.mp3","21 traquet isabelle.mp3","traquet isabelle","Oenanthe isabellina (Temminck, 1829)","Oenanthe isabellina"
"470","7 bergeronnette grise - fauvette a` te^te noire/19 traquet motteux.mp3","19 traquet motteux.mp3","traquet motteux","Oenanthe oenanthe (Linnaeus, 1758)","Oenanthe oenanthe"
"471","7 bergeronnette grise - fauvette a` te^te noire/20 traquet motteux africain.mp3","20 traquet motteux africain.mp3","traquet motteux africain",NA,"oenanthe seebohmi"
"472","7 bergeronnette grise - fauvette a` te^te noire/23 traquet oreillard.mp3","23 traquet oreillard.mp3","traquet oreillard","Oenanthe hispanica (Linnaeus, 1758)","Oenanthe hispanica"
"473","7 bergeronnette grise - fauvette a` te^te noire/24 traquet pie.mp3","24 traquet pie.mp3","traquet pie","Oenanthe pleschanka (Lepechin, 1770)","Oenanthe pleschanka"
"474","7 bergeronnette grise - fauvette a` te^te noire/28 traquet rieur.mp3","28 traquet rieur.mp3","traquet rieur","Oenanthe leucura (Gmelin, JF, 1789)","Oenanthe leucura"
"475","7 bergeronnette grise - fauvette a` te^te noire/04 troglodyte mignon.mp3","04 troglodyte mignon.mp3","troglodyte mignon","Troglodytes troglodytes (Linnaeus, 1758)","Troglodytes troglodytes"
"476","3 faucon cre´cerelle - glare´ole a` collier/27 turnix mugissant.mp3","27 turnix mugissant.mp3","turnix mugissant",NA,"turnix sylvaticus"
"477","4 petit gravelot - goe´land a` ailes blanches/08 vanneau e´peronne´.mp3","08 vanneau e´peronne´.mp3","vanneau e´peronne´",NA,"vanellus spinosus"
"478","4 petit gravelot - goe´land a` ailes blanches/07 vanneau huppe´.mp3","07 vanneau huppe´.mp3","vanneau huppe´","Vanellus vanellus (Linnaeus, 1758)","Vanellus vanellus"
"479","10 loriot d'europe - bruant striole´/20 venturon montagnard.mp3","20 venturon montagnard.mp3","venturon montagnard","Carduelis citrinella (Pallas, 1764)","Carduelis citrinella"
"480","10 loriot d'europe - bruant striole´/18 verdier d'Europe.mp3","18 verdier d'Europe.mp3","verdier d'europe","Chloris chloris (Linnaeus, 1758)","Chloris chloris"
